Tide Station	Longitude	Latitude	Sea level change (mm/year)	Sea level change	Sea level change	Symbol Color (rgb)	Measurement period	Link	Image
"Anchorage| AK"	-149.8904	61.2375	-1.48	-1.48+/-1.0	-0.49+/-0.33	0|0|250	1972-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9455920	sltbackgrounddown.png
"Kodiak Island| AK"	-152.5139	57.7303	-9.98	-9.98+/-0.78	-3.27+/-0.26	103|0|214	1964-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9457292	sltbackgrounddown.png
"Sand Point| AK"	-160.502	55.3367	1.25	1.25+/-0.84	0.41+/-0.28	0|255|55	1972-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9459450	sltbackgroundup.png
"Adak Island| AK"	-176.632	51.8633	-2.5	-2.5+/-0.37	-0.82+/-0.12	0|0|250	1957-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9461380	sltbackgrounddown.png
"Unalaska| AK"	-166.5403	53.8792	-4.57	-4.57+/-0.49	-1.5+/-0.16	0|255|255	1957-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9462620	sltbackgrounddown.png
"Port Moller| AK"	-160.562	55.99	3.15	3.15+/-1.94	1.03+/-0.64	255|255|58	1984-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9463502	sltbackgroundup.png
"Nome| AK"	-165.4396	64.4946	3.89	3.89+/-2.7	1.27+/-0.88	255|255|58	1992-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9468756	sltbackgroundup.png
"Prudhoe Bay| AK"	-148.5318	70.4114	3.23	3.23+/-1.51	1.06+/-0.5	255|255|58	1988-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9497645	sltbackgroundup.png
"Lime Tree Bay| VI"	-64.7538	17.6947	2.59	2.59+/-0.64	0.85+/-0.21	0|255|55	1977-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9751401	sltbackgroundup.png
"Charlotte Amalie| VI"	-64.92	18.3358	2.13	2.13+/-0.58	0.7+/-0.19	0|255|55	1975-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9751639	sltbackgroundup.png
"San Juan| PR"	-66.1164	18.4592	2.09	2.09+/-0.37	0.69+/-0.12	0|255|55	1962-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9755371	sltbackgroundup.png
"Magueyes Island| PR"	-67.0464	17.9701	1.9	1.9+/-0.3	0.62+/-0.1	0|255|55	1955-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=9759110	sltbackgroundup.png
